Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Botswana,BWA,Life expectancy at birth (years),WHOSIS_000001,47.16383585,46.70431922,46.95490275,48.30164814,50.64076648,53.16798551,54.88555112,55.77024629,56.1793813,56.8865344,57.62665956,58.41247242,59.74879487,60.61242628,61.38291822,62.04575871,62.99012308,64.01180659,64.53046521,64.91884565,65.16840503,61.23119159
Central African Republic,CAF,Life expectancy at birth (years),WHOSIS_000001,44.23425766,44.47178561,44.77185837,45.20505974,45.61618547,46.14092523,46.69775624,47.39415912,48.29879732,48.86668457,49.20179696,49.46797321,49.82204247,49.31139043,49.17728884,50.96983096,51.50031283,51.26742466,52.13733768,52.93260744,53.07817181,52.30772755
Canada,CAN,Life expectancy at birth (years),WHOSIS_000001,79.08864173,79.3114365,79.42214804,79.5801332,79.85004413,79.95094625,80.37081942,80.38195578,80.56313756,80.88259979,81.14359407,81.40188658,81.49329928,81.55829938,81.59103957,81.64860674,81.74452018,81.70954318,81.73382897,82.0216251,81.29950989,81.58276248
Switzerland,CHE,Life expectancy at birth (years),WHOSIS_000001,79.71469969,80.10038738,80.41025592,80.40439825,80.94173199,81.11493442,81.41480541,81.59797301,81.86194325,81.89043047,82.19541207,82.36855875,82.39224777,82.47547076,82.84919576,82.58994495,83.17109413,83.13986197,83.28963498,83.47957563,82.73602492,83.32795777
Chile,CHL,Life expectancy at birth (years),WHOSIS_000001,76.79721978,76.75737429,77.34180988,77.44592963,77.54890712,78.0049121,78.48262712,78.48498969,79.19803048,79.00490643,78.83198498,79.55204941,79.58354937,79.82550323,79.93658439,80.12508082,80.46247256,80.65876294,80.96185803,81.02769155,79.90385052,79.02404788
China,CHN,Life expectancy at birth (years),WHOSIS_000001,70.83886138,71.13400253,71.4546616,71.68827313,71.93150989,72.44256077,73.28900157,73.8389379,73.99659977,74.38654953,74.65168239,75.03511843,75.48068539,75.84030781,76.19910536,76.5103545,76.71571735,76.94625698,77.14021145,77.31273653,77.48113543,77.61619672
Cote d'Ivoire,CIV,Life expectancy at birth (years),WHOSIS_000001,51.16878476,51.50148868,51.80536737,52.20445217,52.80209302,53.84685304,54.91662177,55.73160801,56.57054792,57.18053039,57.33114203,57.55420401,58.54983117,59.30998362,60.06789432,60.9342411,61.62678525,62.27592918,62.90790762,63.48479652,63.31088991,63.5174083
Cameroon,CMR,Life expectancy at birth (years),WHOSIS_000001,52.95852821,52.89875064,52.90318218,53.05889292,53.56554781,54.1270059,54.52792524,55.00397444,55.69426406,56.2682285,56.78466995,57.25716759,57.77355305,58.1602222,58.43615921,58.9843954,59.79056297,60.64260038,61.3869156,62.02612874,62.18085382,61.76934896
Democratic Republic of the Congo,COD,Life expectancy at birth (years),WHOSIS_000001,52.64392739,52.99713016,53.2535703,53.6935484,54.34409074,54.94182979,55.48457469,55.97784827,56.32188866,56.80885819,57.39937072,57.88760041,58.3404554,58.89523659,59.46084106,59.96244072,60.43572174,60.84101636,61.4317933,61.83901232,62.03594732,61.62552641
Congo,COG,Life expectancy at birth (years),WHOSIS_000001,52.21826617,53.11126203,53.80580675,54.50087703,55.40549068,56.51057672,57.53120192,58.25955292,59.22236239,60.08941536,60.60462815,61.13100658,61.21875153,61.42791356,61.64003199,62.05475682,62.56582962,62.84312978,63.05964242,62.75844008,63.35937843,63.17262301
Colombia,COL,Life expectancy at birth (years),WHOSIS_000001,72.53854433,72.62895792,72.8310481,73.54484514,73.98320442,74.43998835,74.69666325,75.19865773,75.40888643,75.75932913,75.96054748,76.68552906,76.94484313,77.2278702,77.36559952,77.34484367,77.57662615,77.7944403,77.82372796,77.9535847,76.17457612,74.53297363
Comoros,COM,Life expectancy at birth (years),WHOSIS_000001,62.03733666,62.70292188,63.12089097,63.63164331,63.97536549,64.27700657,64.55149646,64.77430676,65.33611843,65.01480079,65.96560133,65.80471815,66.39715563,66.72653391,67.0710997,67.42647275,67.70212624,67.83204139,68.19621524,68.10062174,68.30703432,67.4970386
Cabo Verde,CPV,Life expectancy at birth (years),WHOSIS_000001,71.69763358,71.98653007,72.18506527,72.33302782,72.44024713,72.6194338,73.4096215,73.46976452,73.93039416,73.98241137,74.23169531,74.33323277,74.4642814,74.70386595,74.86891105,74.82831017,74.86326568,74.91155361,73.8583216,74.05989707,73.66739044,73.16097765
Costa Rica,CRI,Life expectancy at birth (years),WHOSIS_000001,78.16621895,78.07165726,78.85732142,78.7075014,78.67775018,79.72199388,79.36411318,80.2305467,80.2939043,80.60955741,79.51380421,80.26271645,80.42316166,80.59788537,80.47995762,80.57423676,80.11048492,80.19506162,80.28882351,80.30073211,79.99304212,78.63053412
Cuba,CUB,Life expectancy at birth (years),WHOSIS_000001,76.74758667,76.71378311,77.74907347,77.44238196,77.44558258,77.20755679,78.02512407,78.10025005,77.87743841,78.01983317,77.83366676,78.52888871,78.42125643,78.31147223,78.1433227,77.92972815,78.14353782,77.65330792,77.85421876,77.66173555,77.63538969,73.67333077
Cyprus,CYP,Life expectancy at birth (years),WHOSIS_000001,78.83247264,78.86668678,78.99615853,79.11243929,79.27834154,79.53715992,79.83910882,80.21271187,80.589293,80.92281877,81.17822871,81.38772648,81.61972744,81.84969587,81.84705653,81.80149333,81.7149767,81.86957092,82.05668584,82.17744701,82.06263041,81.912741
Czechia,CZE,Life expectancy at birth (years),WHOSIS_000001,75.0301441,75.30051991,75.36384265,75.26103133,75.78544673,75.99869845,76.60775206,76.86519129,77.1537423,77.27519564,77.55051822,77.78639074,77.96926876,78.1114359,78.68016445,78.48257933,78.93030378,78.85473024,78.89195159,79.13720815,78.12978194,77.07730392
Germany,DEU,Life expectancy at birth (years),WHOSIS_000001,78.10603024,78.44285248,78.46153264,78.45648391,79.02932323,79.20819712,79.60448013,79.79113261,79.87792037,79.99437865,80.18047005,80.46331457,80.59346041,80.28874618,80.7599266,80.4259243,80.68537775,80.75116875,80.64820055,80.97360663,80.79637728,80.49140555
Djibouti,DJI,Life expectancy at birth (years),WHOSIS_000001,59.51993524,59.48459433,59.49469647,59.65312998,59.74871021,60.0931017,60.21901234,60.99155224,61.38655907,61.71487892,62.01403181,62.33627596,62.75529104,63.13924805,63.51525954,63.87735947,64.3388502,64.73030842,65.12011598,65.43875202,65.26548162,64.87227149
Denmark,DNK,Life expectancy at birth (years),WHOSIS_000001,76.93482299,77.04219494,77.0288458,77.31785032,77.68985024,78.13130379,78.19096238,78.29892667,78.63896492,78.87762743,79.16903741,79.68812406,79.96581949,80.1645831,80.51401409,80.59412958,80.71406105,80.94104357,80.82345271,81.27895276,81.36821984,81.18400442
Dominican Republic,DOM,Life expectancy at birth (years),WHOSIS_000001,73.39790354,73.59849431,73.59133884,73.229535,72.74531085,72.80023496,72.80245873,72.98138698,73.27970118,73.54510674,73.80111624,74.02906414,73.71953299,73.27936819,73.26353439,73.29460988,73.33430363,73.41062894,73.52093617,73.91314074,73.56757121,73.32102758
Algeria,DZA,Life expectancy at birth (years),WHOSIS_000001,72.46839135,72.77159448,73.0881827,73.27414327,73.76320427,74.07853584,74.34609406,74.59216684,74.83898594,75.06025654,75.28662824,75.4488721,75.63920415,75.79056138,75.93393131,76.06909233,76.27818922,76.40431934,76.4358357,76.54768313,74.02004217,75.97765182
Ecuador,ECU,Life expectancy at birth (years),WHOSIS_000001,72.58843233,73.06545756,73.16724011,73.9172371,73.96568777,73.75770165,73.97387898,74.34691701,74.40727021,74.93359345,75.14738891,75.58177801,75.807667,76.40415478,76.8969622,77.15293465,77.17996695,77.31252311,77.46907136,77.75172721,72.71138213,73.95801182
Egypt,EGY,Life expectancy at birth (years),WHOSIS_000001,69.14860157,68.84530776,68.85252001,68.78353005,69.18228637,69.52274009,69.56785371,69.74814425,69.77109335,69.78931749,69.83444177,70.08390953,69.82990211,70.47150621,70.46262161,70.05641038,70.7024138,71.25138812,71.35791195,71.58973358,70.12068297,69.10821615
,EMR,Life expectancy at birth (years),WHOSIS_000001,65.45448064,65.64591089,65.88711487,65.93877747,66.33371913,66.40715771,66.88891361,67.21417049,67.59196827,67.91200906,68.14019842,68.18516686,68.39586296,68.82100699,68.82634221,68.93543861,69.2312657,69.50810208,69.83224713,70.18316524,68.92815031,68.48743553
Eritrea,ERI,Life expectancy at birth (years),WHOSIS_000001,54.93355711,56.20141934,56.7567552,57.22781288,57.68987112,58.13577563,58.75833395,59.29093298,59.61833756,60.06524888,60.44258181,60.90743675,61.35054403,61.71601531,62.18741649,62.5177156,62.87736669,63.17091217,63.47224104,63.76432633,63.82002522,63.57308435
Spain,ESP,Life expectancy at birth (years),WHOSIS_000001,79.09037288,79.39483865,79.48845207,79.41351479,79.99552369,80.00981734,80.67223061,80.67591348,80.97341639,81.32919045,81.693057,81.81256597,81.9595375,82.47881258,82.58446278,82.32940416,82.73070599,82.67579627,82.76765981,83.13561895,81.92498871,82.66267258
Estonia,EST,Life expectancy at birth (years),WHOSIS_000001,70.96926531,70.85470275,71.18420468,71.87885357,72.26375853,72.88570642,73.02632317,73.12739174,74.24703915,75.04425699,75.84300326,76.28720152,76.40758544,77.02989191,77.0967995,77.63428878,77.71059498,78.2161445,78.3489275,78.89055582,78.62190265,77.13131363
Ethiopia,ETH,Life expectancy at birth (years),WHOSIS_000001,50.78760514,52.82154779,53.81305038,54.78484585,55.83373985,57.02975496,58.32029564,59.72840645,61.00289968,62.16370614,63.25475143,64.25857509,65.13407348,65.91159894,66.55987824,67.10395358,67.58767511,68.0726745,68.47192846,68.84848169,68.79596101,67.83909086
,EUR,Life expectancy at birth (years),WHOSIS_000001,72.39957333,72.67016514,72.70757292,72.7931665,73.32032577,73.41416905,74.11279931,74.51560779,74.81612483,75.31619825,75.62937104,76.14127866,76.35705486,76.70126192,76.88838577,77.02127407,77.3506962,77.62310671,77.74803442,78.09893217,76.92095687,76.28728907
Finland,FIN,Life expectancy at birth (years),WHOSIS_000001,77.59494705,78.01784738,78.12614307,78.41020069,78.7283427,78.98273143,79.23326293,79.26874907,79.5834765,79.70604252,79.86591036,80.2843093,80.37588921,80.67798392,80.86537331,81.19884704,81.11659919,81.32143707,81.40768747,81.64702187,81.54461744,81.53419484
Fiji,FJI,Life expectancy at birth (years),WHOSIS_000001,65.82507716,66.34541639,66.70441423,66.62544107,67.12182465,67.08454719,67.08069927,67.10363711,67.02758771,67.25290005,67.3135839,67.39745191,67.51183712,67.62910016,67.72103011,67.8018416,67.7499939,67.87169424,67.86709271,67.86595098,67.71119355,65.50058445
France,FRA,Life expectancy at birth (years),WHOSIS_000001,78.91105529,79.01103311,79.14448316,79.09102734,80.00018858,80.00456559,80.52598237,80.79627532,80.87497757,81.04063075,81.2215994,81.57719696,81.57752501,81.81996075,82.2489409,81.90513823,82.13202442,82.17093951,82.37708106,82.52902201,81.87409035,81.92274175
Micronesia (Federated States of),FSM,Life expectancy at birth (years),WHOSIS_000001,63.55831516,63.81961029,62.91664429,64.10175678,64.15853132,64.2139938,64.28893329,64.36936061,64.49273801,64.68062183,64.77779493,64.90882285,65.02895443,65.16296685,65.26774587,65.32541233,65.5242044,65.6570782,65.82693994,65.9434567,65.67162273,65.70956674
Gabon,GAB,Life expectancy at birth (years),WHOSIS_000001,57.68875146,57.70877986,58.05614161,58.21558345,58.70865642,59.68914077,60.2987489,60.67060002,60.80435396,61.22876669,61.73354089,62.08769123,62.66758728,63.25439162,63.76784225,64.00078432,64.25526743,64.52552888,64.70364722,64.97251699,65.12601321,65.09380891
United Kingdom of Great Britain and Northern Ireland,GBR,Life expectancy at birth (years),WHOSIS_000001,77.85839464,77.95184342,78.07797235,78.14795765,78.67634871,78.91215,79.22561092,79.41525763,79.53700634,80.03183927,80.25257339,80.64139781,80.64107832,80.68571114,80.93676029,80.65863594,80.81034292,80.92411386,80.6238199,81.22319266,80.14044898,80.10062783
Georgia,GEO,Life expectancy at birth (years),WHOSIS_000001,71.06803049,71.59125705,69.8928645,70.79663901,70.54094248,72.04358005,72.02382849,72.55257679,71.71817156,71.32156688,71.81805259,71.94043757,72.18519482,72.60327856,72.72305539,72.85013916,72.63239027,73.50475808,73.81278834,73.85275108,73.10852232,71.24038597
Ghana,GHA,Life expectancy at birth (years),WHOSIS_000001,59.08500401,59.15248936,59.31647181,59.53762932,59.79633543,60.06629663,60.34619824,60.66755486,61.08557755,61.52802106,61.9748058,62.58287212,63.16293767,63.58672686,63.96496972,64.33720534,64.70727537,65.08594377,65.51554359,65.97133363,66.18136667,66.10178519
Guinea,GIN,Life expectancy at birth (years),WHOSIS_000001,54.19541328,54.67176541,55.1808226,55.63757789,56.03427492,56.45301837,56.85533921,57.16190125,57.53628959,57.8555884,58.26432378,58.59208329,58.88851718,59.12749175,58.60749611,59.19807943,59.83918056,60.25359445,60.65900972,61.12869188,61.15586466,61.26251027
,GLOBAL,Life expectancy at birth (years),WHOSIS_000001,66.77085146,67.09900665,67.35830321,67.61658,67.95251087,68.38661135,68.98465081,69.42465871,69.70064415,70.21807678,70.49808463,70.93277488,71.30778194,71.6601959,71.94618807,72.18568947,72.43889094,72.67542225,72.88886288,73.12337447,72.45043871,71.36869906
Gambia,GMB,Life expectancy at birth (years),WHOSIS_000001,59.15410966,59.40248243,59.58972076,59.85443013,60.16114704,60.52311247,60.88522742,61.11617054,61.50169712,61.85818495,62.35679034,62.84614338,63.20846898,63.42180565,63.57797414,63.79523685,64.05468717,64.31746247,64.60661374,64.91162984,64.7871582,64.21396887
Guinea-Bissau,GNB,Life expectancy at birth (years),WHOSIS_000001,50.19859342,50.63672662,51.04081513,51.43513822,51.76786398,52.21818539,52.75265393,53.47365795,54.20231863,54.71780339,55.34491742,55.96327117,56.47290302,56.92169618,57.18296664,57.5801364,58.02773484,58.3521892,58.6003654,58.97631495,58.37604595,58.62801846
Equatorial Guinea,GNQ,Life expectancy at birth (years),WHOSIS_000001,54.03083545,54.84349385,55.47366319,55.73628907,56.18357801,56.77339509,57.74387549,58.62674902,59.26655739,59.83637977,60.00998447,59.83129965,60.11028327,60.96850359,61.53172347,61.12739135,60.85942801,61.20572328,61.42093734,61.38714512,61.15866176,61.60542301
Greece,GRC,Life expectancy at birth (years),WHOSIS_000001,78.42147917,78.82217341,78.97253017,79.0919372,79.2117166,79.40149641,79.74258324,79.45113677,79.9292479,80.02249419,80.23861699,80.35771121,80.23315335,80.77961776,80.83818972,80.41608244,80.71256832,80.69403193,81.05191982,80.90744762,80.6317386,79.59785025
Grenada,GRD,Life expectancy at birth (years),WHOSIS_000001,71.59448817,71.53484581,71.12022945,70.832783,70.40655547,70.64904308,70.91199156,71.03136798,70.92544169,70.93802753,71.08230057,72.12250252,72.68392882,72.62189848,72.54366171,72.54736101,72.49134059,72.61647079,72.78877041,72.72978901,75.35142309,72.77322454
Guatemala,GTM,Life expectancy at birth (years),WHOSIS_000001,68.30883271,68.64112754,69.34050502,69.39160529,69.65899192,69.30530428,69.85634314,70.68269963,71.01416309,70.84468993,71.06943555,71.55408827,71.91726662,71.749288,71.9774007,72.0454314,72.23492224,72.69594645,72.72918484,72.70697215,70.95988885,68.69573697
Guyana,GUY,Life expectancy at birth (years),WHOSIS_000001,64.65122902,64.66515946,64.62860972,64.68058964,64.85780334,65.05195592,65.30397068,65.67248785,65.75519494,66.08669636,66.14634849,66.13531761,66.17236525,66.2421095,66.55197342,66.95276619,67.56739413,68.19380586,68.74661773,68.73185311,66.93943966,66.0777533
Honduras,HND,Life expectancy at birth (years),WHOSIS_000001,69.7632118,69.91583233,70.08108435,70.19195664,70.3400508,70.54437222,70.7448816,70.94703187,70.9858569,70.99448917,70.83426628,70.68279372,68.99495317,69.35287284,69.52157081,69.52898147,71.09197895,71.27116934,71.31264864,71.43843431,70.3347631,68.96309289
Croatia,HRV,Life expectancy at birth (years),WHOSIS_000001,74.75166907,75.00312259,75.01293534,74.86052687,75.62048664,75.47609796,76.02870627,75.91802017,76.07190817,76.44559714,76.79829944,77.21146034,77.35911283,77.85314853,78.05645984,77.60709528,78.28594377,78.12551064,78.33929688,78.60209541,77.86469683,76.8616792
Haiti,HTI,Life expectancy at birth (years),WHOSIS_000001,56.72887807,57.13290254,57.58049169,57.92054551,57.54298421,58.63996581,59.24644609,59.85463205,60.2556984,60.74938385,39.95809831,61.10474412,61.52991507,61.91874198,62.25423095,62.5149437,62.79654412,63.2460029,63.47163817,63.66018845,63.41051389,62.4563858
Hungary,HUN,Life expectancy at birth (years),WHOSIS_000001,71.36114531,72.40337452,72.48544621,72.45014443,72.86168111,72.84811882,73.37194198,73.45839333,74.0004346,74.22416063,74.5619878,74.90161819,75.11315879,75.59159743,75.777258,75.5700037,76.07385445,75.90176306,76.08502162,76.33548535,75.76307465,74.39546955
Indonesia,IDN,Life expectancy at birth (years),WHOSIS_000001,67.20520958,67.44224013,67.65122104,67.84714276,66.25106515,68.2347183,68.40129097,68.63781807,68.84079087,69.0239077,69.23625966,69.52313433,69.79466506,70.05398814,70.30298584,70.53899644,70.77579907,71.00063238,71.1760389,71.40110181,69.70367312,68.26167935
India,IND,Life expectancy at birth (years),WHOSIS_000001,63.19893734,63.6569119,64.16827815,64.58440423,65.06317912,65.53031169,65.87842362,66.09434841,66.42718453,67.04997477,67.480793,67.83941098,68.2280584,68.51609058,68.91972988,69.3779891,69.7812294,70.06082604,70.35439242,70.72711152,70.1869093,67.30780612
Ireland,IRL,Life expectancy at birth (years),WHOSIS_000001,76.41796785,77.04413457,77.48003704,78.02379273,78.39305519,78.82008327,79.06563288,79.35545225,79.58286978,79.53106576,80.6170111,80.38545702,80.49448401,80.71347486,81.05218065,81.13790588,81.40605545,81.60361469,81.71153553,81.93976292,81.69720975,81.60162902
Iran (Islamic Republic of),IRN,Life expectancy at birth (years),WHOSIS_000001,73.48542569,73.7597003,74.01828515,73.34953209,74.56900109,74.88504507,75.20305104,75.56586174,75.92719356,76.24197751,76.56624741,76.87171379,77.0924022,77.19669632,77.29855084,77.27827213,77.37336206,77.47896726,77.69013655,77.78361908,75.18860837,74.71077692
Iraq,IRQ,Life expectancy at birth (years),WHOSIS_000001,69.48152045,69.81029867,70.04461594,68.91366628,69.06294468,68.68305138,67.66517621,67.80830577,69.80976267,70.61725364,71.06507591,71.39863224,71.6393156,71.2340952,70.22637913,71.00605468,71.1253103,71.60611249,73.06286041,72.90009776,70.41410059,71.46632369
