Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Thailand,THA,Life expectancy at birth (years),WHOSIS_000001,71.0119193,71.72869386,71.71439141,72.03975902,72.04096222,72.83579766,73.40943067,73.93719029,74.46372111,75.05244639,75.29127601,75.71879745,76.18036117,76.54383011,76.7567559,76.97043175,76.9976755,77.22944399,77.14916132,76.92495279,76.50524949,75.29014364
Tajikistan,TJK,Life expectancy at birth (years),WHOSIS_000001,65.64695846,66.35716048,66.94490991,67.57088192,67.99767342,68.16382022,68.48925177,68.67357175,69.0368299,69.34531105,69.92200868,70.42452045,70.97199509,71.7590921,72.02059888,72.37216019,72.72427435,73.18915767,73.49599296,73.80997068,70.55595856,71.814877
Turkmenistan,TKM,Life expectancy at birth (years),WHOSIS_000001,65.56917712,65.9484733,65.87608131,65.88787813,65.61545494,65.28550391,65.67349206,66.17071827,66.98536912,68.42683026,69.12241685,69.23413358,69.3130409,69.11794049,68.91649587,68.83222809,68.96406385,68.97743987,69.07787312,69.14190532,68.47366895,69.12049331
Timor-Leste,TLS,Life expectancy at birth (years),WHOSIS_000001,62.86576561,63.41630684,63.92197693,64.51597993,65.10952919,65.67751029,65.99128891,66.33184634,66.57678716,66.64368547,67.00361983,67.28464088,67.450997,67.45652515,67.48250838,67.83593705,68.07445467,68.23558592,68.36839208,68.49880356,68.91671885,67.99671222
Tonga,TON,Life expectancy at birth (years),WHOSIS_000001,70.95399808,71.21713536,71.2515614,71.25830559,71.44335848,71.97193468,72.01750935,72.00901963,72.00245834,70.18279546,72.11458049,72.18060639,72.2449478,72.30723111,72.38182372,72.46352791,72.56032607,72.71571833,72.84423109,72.94212581,73.18678447,72.72088222
Trinidad and Tobago,TTO,Life expectancy at birth (years),WHOSIS_000001,70.4199372,70.55567603,71.08783441,70.96473433,71.34856579,71.67544737,72.20904818,72.39472984,72.03571655,72.84103384,73.32339874,74.01459781,74.64546221,74.31731073,74.31626767,74.35412517,73.83467512,74.00520612,73.99505843,74.09327397,73.63599489,71.70712647
Tunisia,TUN,Life expectancy at birth (years),WHOSIS_000001,74.30098477,74.55599136,74.75755844,74.95127697,75.17294716,75.37276042,75.57522085,75.74953958,75.92697277,76.07616117,76.21500138,76.36110917,76.52515319,76.61373105,76.6974822,76.78627015,76.91365109,77.03145853,77.23195746,77.50537971,77.12175333,74.06842662
Türkiye,TUR,Life expectancy at birth (years),WHOSIS_000001,73.31499528,74.03517034,74.77351879,75.30413279,75.833599,76.19636776,76.53841522,76.70654932,76.65466357,76.34599074,76.50699578,76.69522957,76.83621576,76.83417226,76.74876869,76.68525905,76.66589183,77.07084923,77.55827507,77.61966184,76.17525576,75.27238945
United Republic of Tanzania,TZA,Life expectancy at birth (years),WHOSIS_000001,52.79227334,53.52029055,54.24829544,54.98804057,55.69111865,56.55203228,57.81812716,59.37881257,60.43730538,61.03787589,61.6819464,62.26370092,63.07821297,64.03254511,64.69269786,65.15719683,65.60342077,65.98183854,66.39625941,66.78631383,67.40275668,66.8101483
Uganda,UGA,Life expectancy at birth (years),WHOSIS_000001,48.8900405,49.78388659,50.65046911,51.68238982,53.13418916,54.81013228,55.99216305,56.83050321,57.97310088,59.05814244,59.96020545,60.87012607,61.8009059,62.71779853,63.49406001,64.2155816,64.67477151,65.21733648,65.71888649,66.0878394,66.29850916,65.98577935
Ukraine,UKR,Life expectancy at birth (years),WHOSIS_000001,67.55459596,67.7115647,67.49385199,67.52472284,67.43010343,67.10598289,67.7845536,67.5915603,67.905744,69.49300841,70.14904515,70.93317751,71.09437239,71.55330688,70.89072091,72.14894514,72.62863559,73.00099017,72.71826067,73.00449182,72.49786713,70.90674708
Uruguay,URY,Life expectancy at birth (years),WHOSIS_000001,74.87862057,74.92750681,75.11068373,74.80937399,75.26030661,75.64994667,76.33233577,75.38115954,76.39345878,76.67128798,76.48217264,76.59711654,76.40566239,76.7019772,77.15013883,77.09925201,76.84527198,77.33933717,77.03739696,77.01365627,77.79436073,74.98295244
United States of America,USA,Life expectancy at birth (years),WHOSIS_000001,76.65847648,76.75000279,76.84998093,76.98967151,77.3972613,77.38462128,77.68331379,77.94056193,78.0493345,78.42393798,78.6069239,78.65364022,78.77111574,78.75952758,78.80026105,78.61058161,78.55677254,78.50077044,78.62912526,78.73923827,76.89250856,76.37368104
Uzbekistan,UZB,Life expectancy at birth (years),WHOSIS_000001,61.67667881,62.16554368,62.19230023,62.74285785,63.42369036,63.20028511,64.19601086,64.796684,65.44084852,66.2800996,66.71556004,67.18064136,67.64432032,68.3723982,68.81484391,69.42591804,69.95773109,70.40271496,71.46640597,72.27007322,71.36099727,72.18877681
Saint Vincent and the Grenadines,VCT,Life expectancy at birth (years),WHOSIS_000001,71.66187212,71.90344128,72.01069433,72.24268792,72.36667565,72.5595686,72.92616303,73.25297188,73.51667142,73.56239685,73.48342047,73.21012386,72.98728933,72.60483816,72.73600877,72.79473614,72.98153488,73.09125438,73.17900227,73.10795228,72.74742918,72.55709418
Venezuela (Bolivarian Republic of),VEN,Life expectancy at birth (years),WHOSIS_000001,74.03248641,73.89650756,74.25516144,73.64690409,74.41023981,74.71197022,74.69093059,74.52946535,74.27958667,74.56885736,74.662242,74.58939214,74.44482492,74.60132769,74.05573564,73.93795547,72.39034431,72.98365736,72.81771282,72.71401189,72.40374475,71.22082891
Viet Nam,VNM,Life expectancy at birth (years),WHOSIS_000001,71.87399979,71.97988323,72.06004934,72.11217075,72.15340395,72.17650018,72.23737668,72.30106944,72.35184572,72.41132963,72.48813081,72.61270345,72.74028809,72.83984641,72.95094965,73.03125783,73.21381033,73.40138207,73.56096825,73.71007094,74.77582966,73.7965773
Vanuatu,VUT,Life expectancy at birth (years),WHOSIS_000001,64.92630401,64.97955845,65.03950977,65.08697701,65.14603809,65.24030241,65.37131308,65.5182575,65.68985149,65.89385815,66.08385743,66.2618784,66.43172159,66.60736544,66.71134263,66.79010699,66.91782394,66.98064455,67.04714117,67.13030878,67.09750807,66.3483713
,WB_HI,Life expectancy at birth (years),WHOSIS_000001,77.53178071,77.77308056,77.91958141,78.01340604,78.48672448,78.55484133,78.9430904,79.13737329,79.31835213,79.61497249,79.83143411,80.00535625,80.14050022,80.30511012,80.53130986,80.39036377,80.5831754,80.58823029,80.68924788,80.90566753,79.95969437,79.65119873
,WB_LI,Life expectancy at birth (years),WHOSIS_000001,53.61347237,54.40413809,55.01066748,55.8836598,56.58061879,57.38958544,58.16441655,58.89891622,59.5862953,60.19604573,60.71751447,60.89766106,61.39453419,61.93490536,62.16568407,62.58328954,62.96122947,63.30409889,63.71209289,64.21817017,64.20605991,63.66755209
,WB_LMI,Life expectancy at birth (years),WHOSIS_000001,62.60002727,62.98194731,63.35215132,63.69823422,64.12115275,64.51534212,64.97632364,65.31977487,65.5652106,66.22674258,66.49609395,67.03129462,67.39300802,67.72575062,68.03975837,68.38628464,68.75196172,69.02369556,69.2822965,69.57356781,69.04426229,67.21688028
,WB_UMI,Life expectancy at birth (years),WHOSIS_000001,69.79700261,70.02443002,70.1811273,70.31483368,70.37973198,70.9395141,71.61510574,72.11880953,72.3619814,72.7546341,73.03544767,73.48016867,73.925872,74.28341937,74.53468804,74.81672772,74.97657756,75.28837476,75.50618266,75.66886287,74.89743849,74.23577164
,WPR,Life expectancy at birth (years),WHOSIS_000001,71.96302959,72.23557905,72.52305924,72.71503181,72.92242384,73.33346567,74.06441894,74.54521674,74.68933231,75.02841936,75.2467766,75.55207918,75.95105819,76.25932609,76.5927032,76.83133302,77.00014055,77.21591876,77.3741563,77.48911331,77.70194212,77.41814299
Samoa,WSM,Life expectancy at birth (years),WHOSIS_000001,69.60483332,69.77577511,69.93318688,70.05898224,70.17537437,70.24626535,70.43219518,70.4708852,70.48283276,68.73125976,70.48867026,70.50058194,70.27478818,70.24040584,70.13172182,70.01944065,69.92083473,69.98522366,70.09269594,69.99170791,70.19462777,70.27372108
Yemen,YEM,Life expectancy at birth (years),WHOSIS_000001,63.08164608,63.62361632,64.16252882,64.67397283,65.2063964,65.75114077,66.27840827,66.73494764,67.19372426,67.58534902,67.95702862,68.13030665,68.26819831,68.75410162,68.71723916,68.25299786,67.6890605,67.67597451,66.38937201,66.89863946,66.51267259,65.76206783
South Africa,ZAF,Life expectancy at birth (years),WHOSIS_000001,57.11947907,55.86714584,54.31987896,52.93394541,52.24650084,52.03156981,52.10797353,52.90958642,53.91253666,55.26976416,57.09683041,59.100348,60.81522121,62.08498269,62.78312708,63.26267522,63.87748533,64.74836762,65.31532246,65.83739077,64.30356494,61.49918805
Zambia,ZMB,Life expectancy at birth (years),WHOSIS_000001,44.52713939,44.99215514,45.80351415,47.10240747,48.77289416,50.2612912,51.7626963,53.57698997,55.35570144,56.61649649,57.42656833,58.02295113,58.68526361,59.35535185,59.98021269,60.4135173,60.96146792,61.28533224,61.41187871,61.76313302,61.83164861,60.96884286
Zimbabwe,ZWE,Life expectancy at birth (years),WHOSIS_000001,45.74529001,45.43212975,45.11250007,45.01274563,45.152854,45.7065362,46.40915188,47.34902637,48.32688541,49.66000005,51.41783245,53.27755042,54.90174943,56.08364808,56.95717402,57.4934476,57.9178434,58.23863624,58.69836684,59.07171997,59.40476255,58.48102238
